similarity,word1,word2
0.0,identif,river
0.0,identif,location
0.0,identif,erected
0.0,identif,purpose
0.0,identif,length
0.0,identif,lanes
0.0,identif,clear
0.0,identif,g
0.0,identif,clear-g
0.0,identif,t
0.0,identif,or
0.0,identif,d
0.0,identif,t-or-d
0.0,identif,material
0.0,identif,span
0.0,identif,rel
0.0,identif,l
0.0,identif,rel-l
0.0,river,identif
0.1609484359395559,river,location
0.0,river,erected
0.0,river,purpose
0.09741247335912928,river,length
0.09139072216407022,river,lanes
0.10615663014617363,river,clear
0.09761769100172518,river,g
0.0,river,clear-g
0.09789493023074117,river,t
0.08469865661405958,river,or
0.09938911165874946,river,d
0.0,river,t-or-d
0.13770834484088934,river,material
0.09773789729155144,river,span
0.0,river,rel
0.0,river,l
0.0,river,rel-l
0.0,location,identif
0.1609484359395559,location,river
0.0,location,erected
0.22623805906240277,location,purpose
0.2060520234403477,location,length
0.18962620858528187,location,lanes
0.5394472808741373,location,clear
0.12841754514600165,location,g
0.0,location,clear-g
0.12889776010504966,location,t
0.4017516052348808,location,or
0.1315007832768942,location,d
0.0,location,t-or-d
0.26694201735344747,location,material
0.24513729716315386,location,span
0.0,location,rel
0.07259878191912399,location,l
0.0,location,rel-l
0.0,erected,identif
0.0,erected,river
0.0,erected,location
0.0,erected,purpose
0.0,erected,length
0.0,erected,lanes
0.0,erected,clear
0.0,erected,g
0.0,erected,clear-g
0.0,erected,t
0.0,erected,or
0.0,erected,d
0.0,erected,t-or-d
0.0,erected,material
0.0,erected,span
0.0,erected,rel
0.0,erected,l
0.0,erected,rel-l
0.0,purpose,identif
0.0,purpose,river
0.22623805906240277,purpose,location
0.0,purpose,erected
0.29248972421812863,purpose,length
0.0,purpose,lanes
0.2796539159514735,purpose,clear
0.08463461338356958,purpose,g
0.0,purpose,clear-g
0.07600852510185926,purpose,t
0.0,purpose,or
0.07819926819110405,purpose,d
0.0,purpose,t-or-d
0.10887250395077432,purpose,material
0.18236949583073597,purpose,span
0.0,purpose,rel
0.08022109540754643,purpose,l
0.0,purpose,rel-l
0.0,length,identif
0.09741247335912928,length,river
0.2060520234403477,length,location
0.0,length,erected
0.29248972421812863,length,purpose
0.1283341285100511,length,lanes
0.26480379425098083,length,clear
0.3332857103334816,length,g
0.0,length,clear-g
0.30292264674537156,length,t
0.1200556259540913,length,or
0.3109590388981961,length,d
0.0,length,t-or-d
0.15962306615294766,length,material
0.3856647040544653,length,span
0.0,length,rel
0.31802049085807643,length,l
0.0,length,rel-l
0.0,lanes,identif
0.09139072216407022,lanes,river
0.18962620858528187,lanes,location
0.0,lanes,erected
0.0,lanes,purpose
0.1283341285100511,lanes,length
0.13761548061705806,lanes,clear
0.07989800136465568,lanes,g
0.0,lanes,clear-g
0.08008363027611991,lanes,t
0.19819709580636863,lanes,or
0.08108079306561154,lanes,d
0.0,lanes,t-or-d
0.2673753870256965,lanes,material
0.2300171503222213,lanes,span
0.0,lanes,rel
0.0,lanes,l
0.0,lanes,rel-l
0.0,clear,identif
0.10615663014617363,clear,river
0.5394472808741373,clear,location
0.0,clear,erected
0.2796539159514735,clear,purpose
0.26480379425098083,clear,length
0.13761548061705806,clear,lanes
0.09095894719448494,clear,g
0.0,clear,clear-g
0.09119960743380985,clear,t
0.3573617228584167,clear,or
0.09249504280349694,clear,d
0.0,clear,t-or-d
0.17423959667376362,clear,material
0.14652031977901647,clear,span
0.0,clear,rel
0.06757875246741778,clear,l
0.0,clear,rel-l
0.0,g,identif
0.09761769100172518,g,river
0.12841754514600165,g,location
0.0,g,erected
0.08463461338356958,g,purpose
0.3332857103334816,g,length
0.07989800136465568,g,lanes
0.09095894719448494,g,clear
0.0,g,clear-g
0.8685572924530154,g,t
0.07473567528156787,g,or
0.6942802377568899,g,d
0.0,g,t-or-d
0.6624673801977133,g,material
0.5539108811656246,g,span
0.0,g,rel
0.7947694495910337,g,l
0.0,g,rel-l
0.0,clear-g,identif
0.0,clear-g,river
0.0,clear-g,location
0.0,clear-g,erected
0.0,clear-g,purpose
0.0,clear-g,length
0.0,clear-g,lanes
0.0,clear-g,clear
0.0,clear-g,g
0.0,clear-g,t
0.0,clear-g,or
0.0,clear-g,d
0.0,clear-g,t-or-d
0.0,clear-g,material
0.0,clear-g,span
0.0,clear-g,rel
0.0,clear-g,l
0.0,clear-g,rel-l
0.0,t,identif
0.09789493023074117,t,river
0.12889776010504966,t,location
0.0,t,erected
0.07600852510185926,t,purpose
0.30292264674537156,t,length
0.08008363027611991,t,lanes
0.09119960743380985,t,clear
0.8685572924530154,t,g
0.0,t,clear-g
0.07489806724177693,t,or
0.6116541478937654,t,d
0.0,t,t-or-d
0.6618274741393736,t,material
0.41487782864200906,t,span
0.0,t,rel
0.7856132631139489,t,l
0.0,t,rel-l
0.0,or,identif
0.08469865661405958,or,river
0.4017516052348808,or,location
0.0,or,erected
0.0,or,purpose
0.1200556259540913,or,length
0.19819709580636863,or,lanes
0.3573617228584167,or,clear
0.07473567528156787,or,g
0.0,or,clear-g
0.07489806724177693,or,t
0.07576957201254648,or,d
0.0,or,t-or-d
0.23860847778218106,or,material
0.3596548610653613,or,span
0.0,or,rel
0.0,or,l
0.0,or,rel-l
0.0,d,identif
0.09938911165874946,d,river
0.1315007832768942,d,location
0.0,d,erected
0.07819926819110405,d,purpose
0.3109590388981961,d,length
0.08108079306561154,d,lanes
0.09249504280349694,d,clear
0.6942802377568899,d,g
0.0,d,clear-g
0.6116541478937654,d,t
0.07576957201254648,d,or
0.0,d,t-or-d
0.48095421383738274,d,material
0.5188291217496053,d,span
0.0,d,rel
0.6636913990821033,d,l
0.0,d,rel-l
0.0,t-or-d,identif
0.0,t-or-d,river
0.0,t-or-d,location
0.0,t-or-d,erected
0.0,t-or-d,purpose
0.0,t-or-d,length
0.0,t-or-d,lanes
0.0,t-or-d,clear
0.0,t-or-d,g
0.0,t-or-d,clear-g
0.0,t-or-d,t
0.0,t-or-d,or
0.0,t-or-d,d
0.0,t-or-d,material
0.0,t-or-d,span
0.0,t-or-d,rel
0.0,t-or-d,l
0.0,t-or-d,rel-l
0.0,material,identif
0.13770834484088934,material,river
0.26694201735344747,material,location
0.0,material,erected
0.10887250395077432,material,purpose
0.15962306615294766,material,length
0.2673753870256965,material,lanes
0.17423959667376362,material,clear
0.6624673801977133,material,g
0.0,material,clear-g
0.6618274741393736,material,t
0.23860847778218106,material,or
0.48095421383738274,material,d
0.0,material,t-or-d
0.38194831781872096,material,span
0.0,material,rel
0.28563891926984886,material,l
0.0,material,rel-l
0.0,span,identif
0.09773789729155144,span,river
0.24513729716315386,span,location
0.0,span,erected
0.18236949583073597,span,purpose
0.3856647040544653,span,length
0.2300171503222213,span,lanes
0.14652031977901647,span,clear
0.5539108811656246,span,g
0.0,span,clear-g
0.41487782864200906,span,t
0.3596548610653613,span,or
0.5188291217496053,span,d
0.0,span,t-or-d
0.38194831781872096,span,material
0.0,span,rel
0.5299544185129597,span,l
0.0,span,rel-l
0.0,rel,identif
0.0,rel,river
0.0,rel,location
0.0,rel,erected
0.0,rel,purpose
0.0,rel,length
0.0,rel,lanes
0.0,rel,clear
0.0,rel,g
0.0,rel,clear-g
0.0,rel,t
0.0,rel,or
0.0,rel,d
0.0,rel,t-or-d
0.0,rel,material
0.0,rel,span
0.0,rel,l
0.0,rel,rel-l
0.0,l,identif
0.0,l,river
0.07259878191912399,l,location
0.0,l,erected
0.08022109540754643,l,purpose
0.31802049085807643,l,length
0.0,l,lanes
0.06757875246741778,l,clear
0.7947694495910337,l,g
0.0,l,clear-g
0.7856132631139489,l,t
0.0,l,or
0.6636913990821033,l,d
0.0,l,t-or-d
0.28563891926984886,l,material
0.5299544185129597,l,span
0.0,l,rel
0.0,l,rel-l
0.0,rel-l,identif
0.0,rel-l,river
0.0,rel-l,location
0.0,rel-l,erected
0.0,rel-l,purpose
0.0,rel-l,length
0.0,rel-l,lanes
0.0,rel-l,clear
0.0,rel-l,g
0.0,rel-l,clear-g
0.0,rel-l,t
0.0,rel-l,or
0.0,rel-l,d
0.0,rel-l,t-or-d
0.0,rel-l,material
0.0,rel-l,span
0.0,rel-l,rel
0.0,rel-l,l
1.0,identif,identif
1.0,river,river
1.0,location,location
1.0,erected,erected
1.0,purpose,purpose
1.0,length,length
1.0,lanes,lanes
1.0,clear,clear
1.0,g,g
1.0,clear-g,clear-g
1.0,t,t
1.0,or,or
1.0,d,d
1.0,t-or-d,t-or-d
1.0,material,material
1.0,span,span
1.0,rel,rel
1.0,l,l
1.0,rel-l,rel-l
